Target_ID,Date,Region_ID,Category,Sales_Target,Profit_Target
TAR001377,2026-04-01,R019,Home,505087.81,104625.17
TAR001378,2026-04-01,R019,Fashion,337124.04,74705.94
TAR001379,2026-04-01,R019,Beauty,695002.36,27900.72
TAR001380,2026-04-01,R019,Sports,647307.97,30185.0
TAR001381,2026-04-01,R008,Electronics,611718.12,57748.35
TAR001382,2026-04-01,R008,Home,207317.98,57819.78
TAR001383,2026-04-01,R008,Fashion,322860.05,71978.2
TAR001384,2026-04-01,R008,Beauty,154646.51,127872.07
TAR001385,2026-04-01,R008,Sports,463226.26,99903.93
TAR001386,2026-04-01,R005,Electronics,545396.11,27199.95
TAR001387,2026-04-01,R005,Home,373365.18,100908.05
TAR001388,2026-04-01,R005,Fashion,566159.47,95040.45
TAR001389,2026-04-01,R005,Beauty,286189.04,65140.69
TAR001390,2026-04-01,R005,Sports,413098.82,36865.35
TAR001391,2026-04-01,R017,Electronics,447705.24,73144.81
TAR001392,2026-04-01,R017,Home,388862.61,91821.07
TAR001393,2026-04-01,R017,Fashion,622867.75,86707.8
TAR001394,2026-04-01,R017,Beauty,439915.32,40068.26
TAR001395,2026-04-01,R017,Sports,640757.36,85471.06
TAR001396,2026-04-01,R001,Electronics,260315.35,52669.57
TAR001397,2026-04-01,R001,Home,296572.99,39024.11
TAR001398,2026-04-01,R001,Fashion,556812.04,87987.32
TAR001399,2026-04-01,R001,Beauty,380633.54,47537.27
TAR001400,2026-04-01,R001,Sports,578545.4,55941.37
TAR001401,2026-05-01,R016,Electronics,601650.34,40445.74
TAR001402,2026-05-01,R016,Home,521362.45,104071.36
TAR001403,2026-05-01,R016,Fashion,416194.83,128694.76
TAR001404,2026-05-01,R016,Beauty,272107.56,29354.61
TAR001405,2026-05-01,R016,Sports,560108.41,69855.85
TAR001406,2026-05-01,R023,Electronics,549189.28,63160.61
TAR001407,2026-05-01,R023,Home,524321.17,128560.23
TAR001408,2026-05-01,R023,Fashion,153456.0,105844.67
TAR001409,2026-05-01,R023,Beauty,202498.21,70949.13
TAR001410,2026-05-01,R023,Sports,655576.19,53225.32
TAR001411,2026-05-01,R025,Electronics,427292.82,34744.83
TAR001412,2026-05-01,R025,Home,167035.15,71987.42
TAR001413,2026-05-01,R025,Fashion,356361.32,103589.79
TAR001414,2026-05-01,R025,Beauty,611170.81,106303.98
TAR001415,2026-05-01,R025,Sports,497956.55,58977.97
TAR001416,2026-05-01,R009,Electronics,539528.04,97359.29
TAR001417,2026-05-01,R009,Home,355951.53,30597.33
TAR001418,2026-05-01,R009,Fashion,501303.62,42142.49
TAR001419,2026-05-01,R009,Beauty,492666.82,87549.37
TAR001420,2026-05-01,R009,Sports,558633.14,44579.67
TAR001421,2026-05-01,R022,Electronics,413555.71,67824.28
TAR001422,2026-05-01,R022,Home,412316.3,97276.15
TAR001423,2026-05-01,R022,Fashion,618147.4,112359.34
TAR001424,2026-05-01,R022,Beauty,294885.69,26190.7
TAR001425,2026-05-01,R022,Sports,487410.91,115929.7
TAR001426,2026-05-01,R003,Electronics,509354.45,102966.12
TAR001427,2026-05-01,R003,Home,192549.89,51140.6
TAR001428,2026-05-01,R003,Fashion,644239.96,42509.65
TAR001429,2026-05-01,R003,Beauty,557667.77,119755.31
TAR001430,2026-05-01,R003,Sports,389810.94,82485.53
TAR001431,2026-05-01,R004,Electronics,696383.74,125829.61
TAR001432,2026-05-01,R004,Home,540983.11,70178.59
TAR001433,2026-05-01,R004,Fashion,160994.15,119857.18
TAR001434,2026-05-01,R004,Beauty,518801.99,74903.97
TAR001435,2026-05-01,R004,Sports,286727.49,106099.59
TAR001436,2026-05-01,R005,Electronics,489984.95,116590.38
TAR001437,2026-05-01,R005,Home,374166.2,107775.3
TAR001438,2026-05-01,R005,Fashion,476291.41,65250.26
TAR001439,2026-05-01,R005,Beauty,520311.62,35639.96
TAR001440,2026-05-01,R005,Sports,629713.28,116044.19
TAR001441,2026-05-01,R002,Electronics,402443.14,39119.13
TAR001442,2026-05-01,R002,Home,689646.41,90554.89
TAR001443,2026-05-01,R002,Fashion,174202.6,72606.66
TAR001444,2026-05-01,R002,Beauty,470091.39,53008.16
TAR001445,2026-05-01,R002,Sports,293706.05,58137.93
TAR001446,2026-05-01,R008,Electronics,650717.89,53362.53
TAR001447,2026-05-01,R008,Home,536287.2,120005.25
TAR001448,2026-05-01,R008,Fashion,643267.96,79067.84
TAR001449,2026-05-01,R008,Beauty,288592.3,60920.07
TAR001450,2026-05-01,R008,Sports,163320.17,66915.98
TAR001451,2026-06-01,R017,Electronics,192030.46,85512.62
TAR001452,2026-06-01,R017,Home,386001.72,105871.82
TAR001453,2026-06-01,R017,Fashion,162828.26,111055.67
TAR001454,2026-06-01,R017,Beauty,473107.71,58336.26
TAR001455,2026-06-01,R017,Sports,633709.03,129644.87
TAR001456,2026-06-01,R001,Electronics,428005.86,116459.69
TAR001457,2026-06-01,R001,Home,546841.9,45905.52
TAR001458,2026-06-01,R001,Fashion,411950.37,26996.51
TAR001459,2026-06-01,R001,Beauty,467165.93,44291.59
TAR001460,2026-06-01,R001,Sports,235864.79,99477.73
TAR001461,2026-06-01,R011,Electronics,364449.16,96473.36
TAR001462,2026-06-01,R011,Home,513449.84,90069.03
TAR001463,2026-06-01,R011,Fashion,545685.59,103128.02
TAR001464,2026-06-01,R011,Beauty,313434.19,111314.66
TAR001465,2026-06-01,R011,Sports,645181.03,113946.32
TAR001466,2026-06-01,R010,Electronics,642826.38,49037.23
TAR001467,2026-06-01,R010,Home,484482.71,40858.38
TAR001468,2026-06-01,R010,Fashion,349729.42,72339.85
TAR001469,2026-06-01,R010,Beauty,324970.9,25964.6
TAR001470,2026-06-01,R010,Sports,554120.9,75402.43
TAR001471,2026-06-01,R022,Electronics,235774.46,71954.57
TAR001472,2026-06-01,R022,Home,658041.58,78963.01
TAR001473,2026-06-01,R022,Fashion,210398.54,117990.0
TAR001474,2026-06-01,R022,Beauty,328826.04,90316.28
TAR001475,2026-06-01,R022,Sports,154880.17,48462.82
TAR001476,2026-06-01,R018,Electronics,185407.14,90780.32
TAR001477,2026-06-01,R018,Home,205663.92,110285.45
TAR001478,2026-06-01,R018,Fashion,563977.28,78297.89
TAR001479,2026-06-01,R018,Beauty,451885.68,94055.47
TAR001480,2026-06-01,R018,Sports,278133.69,42904.0
TAR001481,2026-06-01,R005,Electronics,245045.76,59607.21
TAR001482,2026-06-01,R005,Home,152513.02,35703.55
TAR001483,2026-06-01,R005,Fashion,460332.45,126098.14
TAR001484,2026-06-01,R005,Beauty,428120.16,93324.41
TAR001485,2026-06-01,R005,Sports,648416.85,127565.12
TAR001486,2026-06-01,R021,Electronics,351996.24,73762.29
TAR001487,2026-06-01,R021,Home,692998.49,73029.06
TAR001488,2026-06-01,R021,Fashion,397937.75,50010.53
TAR001489,2026-06-01,R021,Beauty,442142.34,33166.14
TAR001490,2026-06-01,R021,Sports,462265.32,88077.24
TAR001491,2026-06-01,R025,Electronics,288755.11,27497.29
TAR001492,2026-06-01,R025,Home,422052.69,72806.12
TAR001493,2026-06-01,R025,Fashion,372129.73,40209.54
TAR001494,2026-06-01,R025,Beauty,177225.89,106075.68
TAR001495,2026-06-01,R025,Sports,153644.09,89873.22
TAR001496,2026-06-01,R016,Electronics,505452.32,43524.12
TAR001497,2026-06-01,R016,Home,511088.41,42033.53
TAR001498,2026-06-01,R016,Fashion,191002.2,118279.2
TAR001499,2026-06-01,R016,Beauty,225171.22,65333.75
TAR001500,2026-06-01,R016,Sports,151217.72,129952.09
